# IP addresses taken from the NSO list generated by Amnesty from https://raw.githubusercontent.com/AmnestyTech/investigations/master/2018-08-01_nso/indicators.csv
# "Number","IP address","Rating", "Description"
"522","185.94.191.120","100","NSO IP by Amnesty"
"523","185.225.68.130","100","NSO IP by Amnesty"
"524","88.119.179.205","100","NSO IP by Amnesty"
"525","77.245.76.110","100","NSO IP by Amnesty"
"526","62.113.232.207","100","NSO IP by Amnesty"
"527","5.102.145.180","100","NSO IP by Amnesty"
"528","200.7.97.230","100","NSO IP by Amnesty"
"529","185.183.96.169","100","NSO IP by Amnesty"
"530","185.94.191.67","100","NSO IP by Amnesty"
"531","185.198.57.200","100","NSO IP by Amnesty"
"532","81.95.5.164","100","NSO IP by Amnesty"
"533","88.150.227.119","100","NSO IP by Amnesty"
"534","217.112.131.156","100","NSO IP by Amnesty"
"535","5.102.145.113","100","NSO IP by Amnesty"
"536","81.95.5.147","100","NSO IP by Amnesty"
"537","5.102.147.114","100","NSO IP by Amnesty"
"538","89.238.138.136","100","NSO IP by Amnesty"
"539","5.102.145.14","100","NSO IP by Amnesty"
"540","109.200.24.15","100","NSO IP by Amnesty"
"541","38.84.132.172","100","NSO IP by Amnesty"
"542","31.184.198.150","100","NSO IP by Amnesty"
"543","185.225.68.97","100","NSO IP by Amnesty"
"544","191.101.31.213","100","NSO IP by Amnesty"
"545","5.102.147.41","100","NSO IP by Amnesty"
"546","80.255.3.107","100","NSO IP by Amnesty"
"547","217.112.131.150","100","NSO IP by Amnesty"
"548","88.150.227.116","100","NSO IP by Amnesty"
"549","46.246.1.12","100","NSO IP by Amnesty"
"550","77.73.65.199","100","NSO IP by Amnesty"
"551","66.172.10.189","100","NSO IP by Amnesty"
"552","185.141.25.210","100","NSO IP by Amnesty"
"553","95.213.188.35","100","NSO IP by Amnesty"
"554","77.245.76.113","100","NSO IP by Amnesty"
"555","191.101.31.214","100","NSO IP by Amnesty"
"556","185.82.202.42","100","NSO IP by Amnesty"
"557","5.102.146.66","100","NSO IP by Amnesty"
"558","185.225.68.123","100","NSO IP by Amnesty"
"559","5.102.145.122","100","NSO IP by Amnesty"
"560","5.102.147.234","100","NSO IP by Amnesty"
"561","200.7.111.118","100","NSO IP by Amnesty"
"562","38.84.132.174","100","NSO IP by Amnesty"
"563","5.102.146.64","100","NSO IP by Amnesty"
"564","5.102.147.236","100","NSO IP by Amnesty"
"565","185.225.68.129","100","NSO IP by Amnesty"
"566","5.102.146.85","100","NSO IP by Amnesty"
"567","66.85.157.83","100","NSO IP by Amnesty"
"568","77.73.68.160","100","NSO IP by Amnesty"
"569","88.119.179.134","100","NSO IP by Amnesty"
"570","206.189.51.151","100","NSO IP by Amnesty"
"571","109.200.24.121","100","NSO IP by Amnesty"
"572","185.234.73.10","100","NSO IP by Amnesty"
"573","217.112.131.189","100","NSO IP by Amnesty"
"574","185.117.75.82","100","NSO IP by Amnesty"
"575","185.45.192.144","100","NSO IP by Amnesty"
"576","179.43.169.36","100","NSO IP by Amnesty"
"577","185.225.68.3","100","NSO IP by Amnesty"
"578","88.150.189.106","100","NSO IP by Amnesty"
"579","46.22.223.252","100","NSO IP by Amnesty"
"580","5.149.252.241","100","NSO IP by Amnesty"
"581","38.132.114.167","100","NSO IP by Amnesty"
"582","8.28.175.71","100","NSO IP by Amnesty"
"583","200.7.105.24","100","NSO IP by Amnesty"
"584","46.246.1.14","100","NSO IP by Amnesty"
"585","217.112.131.207","100","NSO IP by Amnesty"
"586","77.73.65.48","100","NSO IP by Amnesty"
"587","185.183.107.44","100","NSO IP by Amnesty"
"588","185.183.96.139","100","NSO IP by Amnesty"
"589","89.238.132.249","100","NSO IP by Amnesty"
"590","86.105.18.11","100","NSO IP by Amnesty"
"591","185.225.68.136","100","NSO IP by Amnesty"
"592","5.102.146.237","100","NSO IP by Amnesty"
"593","37.220.31.28","100","NSO IP by Amnesty"
"594","46.21.147.197","100","NSO IP by Amnesty"
"595","46.21.147.196","100","NSO IP by Amnesty"
"596","104.216.8.38","100","NSO IP by Amnesty"
"597","88.150.227.83","100","NSO IP by Amnesty"
"598","185.225.68.204","100","NSO IP by Amnesty"
"599","37.72.175.143","100","NSO IP by Amnesty"
"600","217.64.113.251","100","NSO IP by Amnesty"
"601","217.64.113.252","100","NSO IP by Amnesty"
"602","89.43.60.103","100","NSO IP by Amnesty"
"603","89.43.60.103","100","NSO IP by Amnesty"
"604","89.43.60.104","100","NSO IP by Amnesty"
